Locus 95% CIs

gst = Nei & Chesser, 1983
Gst = Hedrick, 2005
GGst = Meirmans & Hedrick, (2011)
D = Jost, 2008
Fst = Weir & Cockerham, 1984
Fis = Weir & Cockerham, 1984
Fit = Weir & Cockerham, 1984


gst

locus	actual	lower	upper
Locus580	 0.0002	-0.0071	0.0178
Locus581	 0.0594	-0.0135	0.1400
Locus582	 0.0149	-0.0250	0.0879
Locus583	 0.0006	-0.0087	0.0246
Locus584	 0.0961	 0.0210	0.1876
Locus585	 0.0049	-0.0116	0.0378
Locus586	-0.0015	-0.0385	0.0743
Locus587	 0.0209	-0.0133	0.0857
Locus588	 0.0619	-0.0240	0.1597
Locus589	 0.0706	-0.0389	0.1810
Locus590	 0.0464	 0.0037	0.1065
Locus591	 0.0278	-0.0138	0.0795
Locus592	 0.0262	-0.0229	0.1032
Locus593	 0.0138	-0.0177	0.0543
Locus594	-0.0083	-0.0679	0.0742
Locus595	 0.0313	-0.0373	0.1285
Locus596	-0.0133	-0.0653	0.0672
Locus597	-0.0105	-0.0292	0.0167
Locus598	 0.0186	-0.0150	0.0771
Locus599	 0.0034	-0.0277	0.0600
Locus600	-0.0077	-0.0202	0.0150
Locus601	 0.0130	-0.0085	0.0581
Locus602	 0.0460	-0.0020	0.1094
Locus603	-0.0169	-0.0388	0.0121
Locus604	 0.0038	-0.0085	0.0275
Locus605	 0.0038	-0.0130	0.0345
Locus606	 0.0700	 0.0028	0.1462
Locus607	 0.1618	 0.0840	0.2271
Locus608	 0.0020	-0.0217	0.0475
Locus609	 0.0404	-0.0231	0.1306
Locus610	 0.0022	-0.0156	0.0315
Locus611	 0.0262	-0.0472	0.1101
Locus612	 0.0088	-0.0221	0.0622
Locus613	 0.0141	-0.0050	0.0552
Locus614	 0.0011	-0.0095	0.0230
Locus615	 0.0297	-0.0105	0.1009
Locus616	 0.0031	-0.0218	0.0471
Locus617	 0.0049	-0.0109	0.0308
Locus618	 0.1235	 0.0606	0.1944
Locus619	 0.0725	 0.0003	0.1484
Locus620	 0.0044	-0.0176	0.0393
Locus621	 0.0058	-0.0049	0.0268
Locus622	 0.0021	-0.0102	0.0337
Locus623	 0.0038	-0.0077	0.0274
Locus624	 0.0126	-0.0236	0.0682
Locus625	-0.0056	-0.0222	0.0195
Locus626	 0.0278	-0.0104	0.0828
Locus627	 0.0486	-0.0138	0.1385
Locus628	 0.0591	-0.0214	0.1349
Locus629	 0.1030	 0.0355	0.1811
Locus630	-0.0065	-0.0261	0.0168
Locus631	 0.0020	-0.0143	0.0381
Locus632	 0.0045	-0.0048	0.0349
Locus633	 0.0070	-0.0095	0.0628
Locus634	 0.0074	-0.0369	0.0769
Locus635	 0.1785	 0.0717	0.2572
Locus636	 0.0001	-0.0261	0.0351
Locus637	 0.0331	-0.0259	0.1123
Locus638	-0.0232	-0.0550	0.0233
Locus639	 0.0064	-0.0744	0.1128
Locus640	 0.0020	-0.0076	0.0242
Locus641	 0.0164	-0.0435	0.0904
Locus642	-0.0112	-0.0413	0.0279
Locus643	 0.0096	-0.0644	0.0895
Locus644	 0.0278	-0.0175	0.0964
Locus645	 0.0109	-0.0369	0.0916
Locus646	 0.0014	-0.0055	0.0211
Locus647	 0.0080	-0.0633	0.0903
Locus648	 0.0052	-0.0057	0.0278
Locus649	 0.0776	 0.0132	0.1743
Locus650	 0.1041	 0.0182	0.1861
Locus651	 0.0704	 0.0003	0.1597
Locus652	 0.0133	-0.0047	0.0514
Locus653	 0.0033	-0.0069	0.0282
Locus654	 0.0295	-0.0045	0.0897
Locus655	-0.0101	-0.0348	0.0323
Locus656	 0.0074	-0.0159	0.0588
Locus657	-0.0037	-0.0150	0.0140
Locus658	 0.0475	 0.0166	0.0916
Locus659	 0.0002	-0.0115	0.0273
Locus660	 0.0026	-0.0100	0.0243
Locus661	 0.0145	-0.0140	0.0745
Locus662	 0.0583	 0.0137	0.1328
Locus663	 0.0069	-0.0180	0.0682
Locus664	 0.0080	-0.0111	0.0479
Locus665	 0.0105	-0.0047	0.0406
Locus666	 0.0833	 0.0062	0.1726
Locus667	-0.0218	-0.0624	0.0456
Locus668	 0.0394	-0.0118	0.1113
Locus669	 0.0043	-0.0208	0.0576
Locus670	 0.0030	-0.0073	0.0267
Locus671	 0.0918	 0.0232	0.1601
Locus672	-0.0111	-0.0468	0.0447
Locus673	-0.0060	-0.0376	0.0488
Locus674	 0.0095	-0.0087	0.0479
Locus675	 0.0023	-0.0165	0.0371
Locus676	 0.0314	-0.0074	0.0934
Locus677	 0.0625	 0.0291	0.0988
Locus678	-0.0332	-0.0627	0.0243
Locus679	 0.0393	-0.0127	0.1052
Locus680	 0.0000	-0.0452	0.0582
Locus681	 0.0067	-0.0183	0.0479
Locus682	-0.0001	-0.0163	0.0297
Locus683	 0.0300	-0.0080	0.0820
Locus684	-0.0060	-0.0786	0.0839
Locus685	 0.0040	-0.0076	0.0255
Locus686	-0.0063	-0.0309	0.0244
Locus687	 0.0018	-0.0060	0.0168
Locus688	 0.0000	-0.0050	0.0111
Locus689	 0.0154	-0.0422	0.0993
Locus690	 0.0135	-0.0076	0.0569
Locus691	 0.0064	-0.0286	0.0665
Locus692	 0.0243	-0.0075	0.0971
Locus693	 0.0449	-0.0140	0.1409
Locus694	 0.0759	-0.0048	0.1666
Locus695	 0.0080	-0.0038	0.0315
Locus696	 0.0497	-0.0196	0.1474
Locus697	 0.0585	-0.0274	0.1522
Locus698	 0.0000	-0.0111	0.0324
Locus699	-0.0105	-0.0368	0.0266
Locus700	 0.0088	-0.0051	0.0329
Locus701	 0.0082	-0.0316	0.0829
Locus702	 0.0018	-0.0274	0.0679
Locus703	 0.0406	-0.0265	0.1428
Locus704	 0.0228	-0.0296	0.0805
Locus705	 0.0170	-0.0004	0.0521
Locus706	 0.0259	-0.0056	0.0800
Locus707	 0.0476	 0.0094	0.0982
Locus708	 0.1613	 0.0577	0.2530
Locus709	 0.0008	-0.0083	0.0211
Locus710	 0.0256	-0.0086	0.0926
Locus711	 0.0094	-0.0030	0.0260
Locus712	-0.0100	-0.0255	0.0095
Locus713	 0.0767	 0.0046	0.1603
Locus714	 0.0138	-0.0421	0.0976
Locus715	 0.0017	-0.0058	0.0207
Locus716	 0.0014	-0.0079	0.0190
Locus717	 0.0113	-0.0081	0.0482
Locus718	 0.0111	-0.0032	0.0395
Locus719	 0.0147	-0.0397	0.0903
Locus720	 0.1130	 0.0491	0.1888
Locus721	 0.0940	 0.0154	0.1910
Locus722	 0.0172	-0.0045	0.0479
Locus723	-0.0061	-0.0313	0.0350
Locus724	 0.0048	-0.0056	0.0212
Locus725	 0.0209	-0.0030	0.0733
Locus726	-0.0039	-0.0171	0.0151
Locus727	 0.1353	 0.0389	0.2519
Locus728	 0.0036	-0.0144	0.0342
Locus729	 0.0796	-0.0067	0.1963
Locus730	 0.0304	-0.0249	0.0861
Locus731	-0.0037	-0.0167	0.0172
Locus732	 0.0535	-0.0060	0.1308
Locus733	 0.0049	-0.0054	0.0234
Locus734	-0.0014	-0.0091	0.0143
Locus735	 0.0349	-0.0464	0.1328
Locus736	 0.0106	-0.0105	0.0484
Locus737	 0.0095	-0.0100	0.0482
Locus738	 0.0110	-0.0376	0.0737
Locus739	 0.0104	-0.0050	0.0352
Locus740	 0.0148	-0.0093	0.0460
Locus741	 0.0202	-0.0485	0.0945
Locus742	-0.0116	-0.0450	0.0417
Locus743	-0.0008	-0.0343	0.0392
Locus744	-0.0073	-0.0346	0.0301
Locus745	 0.0544	 0.0067	0.1200
Locus746	 0.0351	-0.0035	0.0952
Locus747	 0.0101	-0.0257	0.0533
Locus748	 0.0185	-0.0426	0.0987
Locus749	 0.1548	 0.0895	0.2527
Locus750	 0.0157	-0.0135	0.0663
Locus751	 0.0024	-0.0087	0.0254
Locus752	 0.0027	-0.0660	0.0848
Locus753	 0.0589	-0.0208	0.1475
Locus754	 0.0182	-0.0214	0.1056
Locus755	 0.0005	-0.0058	0.0175
Locus756	 0.0464	-0.0250	0.1238
Locus757	-0.0017	-0.0307	0.0588
Locus758	 0.0020	-0.0512	0.0692
Locus759	 0.0434	-0.0347	0.1230
Locus760	 0.0182	-0.0433	0.1019
Locus761	 0.0195	-0.0072	0.0650
Locus762	-0.0112	-0.0375	0.0517
Locus763	 0.0239	 0.0014	0.0588
Locus764	 0.0021	-0.0138	0.0269
Locus765	-0.0021	-0.0177	0.0236
Locus766	 0.0375	 0.0018	0.0905
Locus767	 0.0039	-0.0301	0.0606
Locus768	-0.0009	-0.0123	0.0271
Locus769	 0.0247	-0.0079	0.0624
Locus770	 0.0206	-0.0701	0.1103
Locus771	 0.0128	-0.0270	0.0502
Locus772	 0.0001	-0.0209	0.0326
Locus773	 0.0681	-0.0093	0.1805
Locus774	 0.0110	-0.0121	0.0762
Locus775	 0.0657	-0.0072	0.1465
Locus776	-0.0129	-0.0592	0.0519
Locus777	 0.0059	-0.0043	0.0418
Locus778	 0.0208	-0.0097	0.1028
Locus779	-0.0066	-0.0242	0.0304
Locus780	 0.0075	-0.0119	0.0555
Locus781	 0.0057	-0.0384	0.0788
Locus782	 0.0098	-0.0054	0.0384
Locus783	 0.0374	-0.0061	0.0896
Locus784	 0.0681	-0.0085	0.1585
Locus785	 0.0059	-0.0173	0.0363
Locus786	 0.0058	-0.0305	0.0676
Locus787	 0.0105	-0.0062	0.0484
Locus788	 0.0158	-0.0329	0.0949
Locus789	-0.0010	-0.0069	0.0159
Locus790	 0.1654	 0.0765	0.2530
Locus791	 0.0058	-0.0079	0.0461
Locus792	 0.0865	 0.0088	0.1682
Locus793	-0.0147	-0.0829	0.0574
Locus794	 0.0115	-0.0060	0.0486
Locus795	 0.0248	-0.0024	0.0599
Locus796	 0.0001	-0.0317	0.0458
Locus797	-0.0037	-0.0366	0.0440
Locus798	 0.0308	-0.0128	0.1117
Locus799	 0.0343	-0.0065	0.1002
Locus800	 0.0933	 0.0190	0.1717
Locus801	 0.0141	-0.0169	0.0621
Locus802	 0.0094	-0.0489	0.0834
Locus803	 0.0380	-0.0227	0.1200
Locus804	 0.0384	-0.0081	0.1103
Locus805	 0.0058	-0.0115	0.0333
Locus806	 0.0239	-0.0159	0.0930
Locus807	 0.0116	-0.0050	0.0379
Locus808	 0.0175	-0.0337	0.0725
Locus809	 0.1342	 0.0369	0.2081
Locus810	 0.0299	-0.0043	0.0819
Locus811	 0.0276	-0.0035	0.0792
Locus812	 0.0086	-0.0117	0.0409
Locus813	 0.0100	-0.0124	0.0552
Locus814	-0.0134	-0.0382	0.0237
Locus815	 0.0040	-0.0043	0.0218
Locus816	 0.1352	 0.0490	0.2310
Locus817	 0.0257	-0.0099	0.1187
Locus818	 0.0119	-0.0071	0.0604
Locus819	 0.0347	-0.0243	0.1166
Locus820	 0.0177	-0.0304	0.0795
Locus821	 0.0025	-0.0150	0.0450
Locus822	 0.0237	 0.0010	0.0654
Locus823	 0.0025	-0.0297	0.0480
Locus824	 0.1399	 0.0475	0.2165
Locus825	 0.0274	-0.0203	0.0948
Locus826	 0.0886	 0.0005	0.2145
Locus827	 0.0109	-0.0170	0.0486
Locus828	 0.0120	-0.0103	0.0603
Locus829	 0.0642	 0.0080	0.1272
Locus830	 0.0304	-0.0084	0.0856
Locus831	-0.0007	-0.0142	0.0339
Locus832	 0.0153	-0.0059	0.0588
Locus833	 0.0118	-0.0165	0.0489
Locus834	 0.0019	-0.0083	0.0260
Locus835	 0.0164	-0.0164	0.0708
Locus836	 0.2213	 0.1347	0.2982
Locus837	 0.0184	-0.0641	0.1293
Locus838	 0.0297	-0.0077	0.0926
Locus839	 0.0113	-0.0158	0.0644
Locus840	 0.0050	-0.0502	0.1178
Locus841	 0.0141	-0.0234	0.0775
Locus842	 0.0211	-0.0127	0.0926
Locus843	 0.0338	-0.0160	0.1027
Locus844	 0.0098	-0.0043	0.0405
Locus845	-0.0013	-0.0079	0.0111
Locus846	 0.0017	-0.0434	0.0694
Locus847	 0.0768	 0.0005	0.1781
Locus848	-0.0092	-0.0425	0.0366
Locus849	 0.0843	 0.0086	0.1806
Locus850	 0.0206	-0.0052	0.0672
Locus851	-0.0136	-0.0450	0.0337
Locus852	 0.0175	-0.0144	0.0755
Locus853	-0.0041	-0.0626	0.0619
Locus854	 0.0153	-0.0100	0.0597
Locus855	 0.0168	-0.0107	0.0736
Locus856	 0.0090	-0.0273	0.0494
Locus857	 0.0013	-0.0082	0.0175
Locus858	 0.3018	 0.2128	0.3839
Locus859	 0.0197	-0.0168	0.0724
Locus860	 0.0483	 0.0065	0.1181
Locus861	 0.0160	-0.0135	0.0667
Locus862	 0.0315	-0.0078	0.0995
Locus863	 0.0116	-0.0077	0.0567
Locus864	 0.0351	-0.0226	0.1275
Locus865	-0.0213	-0.0879	0.0754
Locus866	-0.0060	-0.0398	0.0444
Locus867	 0.0064	-0.0106	0.0401
Locus868	 0.0092	-0.0154	0.0595
Locus869	-0.0112	-0.0449	0.0310
Locus870	 0.0128	-0.0506	0.0837
Locus871	 0.0504	-0.0329	0.1402
Locus872	 0.0109	-0.0407	0.1078
Locus873	 0.1104	 0.0151	0.2014
Locus874	 0.0299	-0.0193	0.0981
Locus875	 0.0226	-0.0537	0.1047
Locus876	 0.0111	-0.0068	0.0672
Locus877	 0.0456	-0.0014	0.1548
Locus878	 0.0499	 0.0207	0.0883
Locus879	-0.0024	-0.0070	0.0054
Locus880	 0.0140	-0.0086	0.0562
Locus881	 0.0177	-0.0050	0.0671
Locus882	 0.0076	-0.0056	0.0292
Locus883	-0.0001	-0.0596	0.0771
Locus884	 0.0020	-0.0432	0.0889
Locus885	-0.0013	-0.0102	0.0163
Locus886	 0.0046	-0.0071	0.0353
Locus887	 0.0172	-0.0084	0.0581
Locus888	 0.0181	-0.0227	0.0823
Locus889	-0.0068	-0.0331	0.0276
Locus890	 0.0082	-0.0531	0.0734
Locus891	 0.0185	-0.0485	0.0998
Locus892	 0.0215	-0.0049	0.0641
Locus893	 0.0126	-0.0482	0.0771
Locus894	 0.0068	-0.0096	0.0412
Locus895	 0.0130	-0.0673	0.0915
Locus896	 0.0387	 0.0093	0.0763
Locus897	 0.0020	-0.0238	0.0386
Locus898	-0.0008	-0.0069	0.0106
Locus899	 0.1381	 0.0617	0.2536
Locus900	 0.0197	-0.0444	0.0946
Locus901	-0.0220	-0.0679	0.0437
Locus902	 0.0178	-0.0082	0.0689
Locus903	 0.0057	-0.0270	0.0578
Locus904	 0.0056	-0.0118	0.0485
Locus905	 0.0421	-0.0044	0.1192
Locus906	 0.0797	 0.0066	0.1688
Locus907	 0.0614	 0.0057	0.1178
Locus908	 0.0027	-0.0349	0.0502
Locus909	 0.0041	-0.0088	0.0397
Locus910	-0.0012	-0.0102	0.0196
Locus911	-0.0213	-0.0625	0.0391
Locus912	 0.0433	-0.0075	0.1186
Locus913	 0.0937	 0.0133	0.1823
Locus914	-0.0020	-0.0423	0.0892
Locus915	 0.0084	-0.0148	0.0503
Locus916	 0.0140	-0.0589	0.1402
Locus917	 0.0057	-0.0592	0.1087
Locus918	 0.0380	-0.0278	0.1547
Locus919	 0.0218	-0.0383	0.0937
Locus920	 0.0128	-0.0169	0.0506
Locus921	-0.0001	-0.0100	0.0209
Locus922	-0.0036	-0.0146	0.0207
Locus923	 0.0224	-0.0096	0.0873
Locus924	 0.0041	-0.0087	0.0452
Locus925	 0.0001	-0.0082	0.0208
Locus926	 0.0245	-0.0231	0.1068
Locus927	 0.0037	-0.0206	0.0473
Locus928	 0.0185	-0.0582	0.0902
Locus929	 0.0037	-0.0101	0.0511
Locus930	 0.0052	-0.0051	0.0170
Locus931	 0.0221	-0.0224	0.1046
Locus932	-0.0021	-0.0142	0.0335
Locus933	 0.0052	-0.0179	0.0534
Locus934	 0.1038	 0.0605	0.1581
Locus935	-0.0010	-0.0139	0.0442
Locus936	 0.0138	-0.0279	0.0607
Locus937	 0.0041	-0.0101	0.0335
Locus938	 0.0084	-0.0084	0.0429
Locus939	-0.0011	-0.0168	0.0379
Locus940	-0.0097	-0.0660	0.0627
Locus941	 0.0685	-0.0163	0.1678
Locus942	 0.2320	 0.1610	0.3111
Locus943	 0.0054	-0.0063	0.0330
Locus944	 0.0202	-0.0001	0.0459
Locus945	 0.0003	-0.0133	0.0267
Locus946	 0.0756	 0.0033	0.1648
Locus947	 0.0231	-0.0482	0.1013
Locus948	 0.0139	-0.0144	0.0527
Locus949	 0.0245	-0.0022	0.0644
Locus950	 0.0590	-0.0243	0.1669
Locus951	 0.0448	-0.0378	0.1593
Locus952	 0.0204	-0.0043	0.0596
Locus953	 0.0561	 0.0102	0.1127
Locus954	 0.0279	-0.0061	0.0716
Locus955	 0.0198	-0.0253	0.0848
Locus956	 0.0498	-0.0076	0.1185
Locus957	 0.0372	-0.0181	0.1176
Locus958	 0.1511	 0.0647	0.2361
Locus959	 0.0014	-0.0066	0.0206
Locus960	 0.0046	-0.0303	0.0658
Locus961	 0.0423	 0.0018	0.1108
Locus962	 0.0939	 0.0141	0.1757
Locus963	 0.0083	-0.0067	0.0545
Locus964	 0.0021	-0.0086	0.0323
Locus965	 0.0401	-0.0355	0.1335
Locus966	 0.0187	-0.0197	0.0948
Locus967	 0.0208	 0.0040	0.0483
Locus968	 0.0178	-0.0487	0.1266
Locus969	 0.0201	-0.0043	0.0602
Locus970	 0.0188	-0.0022	0.0526
Locus971	 0.0243	-0.0613	0.1385
Locus972	-0.0019	-0.0225	0.0263
Locus973	 0.0309	-0.0405	0.1094
Locus974	 0.0925	 0.0333	0.1575
Locus975	 0.0337	-0.0054	0.0930
Locus976	 0.0276	-0.0090	0.0832
Locus977	 0.0041	-0.0091	0.0308
Locus978	 0.0718	 0.0201	0.1478
Locus979	 0.0692	 0.0143	0.1293
Locus980	 0.0033	-0.0310	0.0615
Locus981	 0.1505	 0.0711	0.2498
Locus982	 0.0389	 0.0031	0.0902
Locus983	 0.0261	 0.0006	0.0584
Locus984	 0.0061	-0.0578	0.1029
Locus985	 0.0034	-0.0159	0.0384
Locus986	 0.0020	-0.0089	0.0268
Locus987	 0.0423	-0.0149	0.1132
Locus988	 0.0222	-0.0232	0.0880
Locus989	 0.0887	-0.0093	0.2119
Locus990	 0.1475	 0.0448	0.2754
Locus991	-0.0014	-0.0088	0.0112
Locus992	 0.0567	-0.0219	0.1627
Locus993	-0.0004	-0.0129	0.0312
Locus994	 0.0385	-0.0268	0.1171
Locus995	-0.0040	-0.0152	0.0312
Locus996	 0.0516	-0.0304	0.1665
Locus997	 0.0003	-0.0117	0.0265
Locus998	 0.0152	-0.0075	0.0561
Locus999	 0.0344	-0.0275	0.0900
Locus1000	 0.0055	-0.0204	0.0584
Locus1001	 0.0337	 0.0121	0.0628
Locus1002	 0.0039	-0.0101	0.0301
Locus1003	 0.0406	 0.0008	0.0917
Locus1004	 0.0058	-0.0150	0.0576
Locus1005	 0.0061	-0.0250	0.0497
Locus1006	-0.0010	-0.0128	0.0218
Locus1007	 0.0221	-0.0290	0.1003
Locus1008	-0.0272	-0.0934	0.0667
Locus1009	 0.0105	-0.0135	0.0620
Locus1010	 0.0002	-0.0155	0.0387
Locus1011	-0.0070	-0.0612	0.0777
Locus1012	 0.0053	-0.0580	0.0997
Locus1013	 0.1086	 0.0568	0.1758
Locus1014	 0.0090	-0.0248	0.0634
Locus1015	 0.0026	-0.0171	0.0333
Locus1016	 0.0406	-0.0289	0.1177
Locus1017	-0.0010	-0.0075	0.0148
Locus1018	 0.0485	-0.0235	0.1195
Locus1019	 0.0858	 0.0205	0.1664
Locus1020	 0.0715	 0.0292	0.1246
Locus1021	 0.0275	-0.0096	0.0775
Locus1022	 0.0043	-0.0113	0.0406
Locus1023	 0.0174	-0.0191	0.0650
Locus1024	 0.0020	-0.0266	0.0431
Locus1025	 0.0011	-0.0126	0.0240
Locus1026	 0.0753	 0.0235	0.1540
Locus1027	 0.0169	-0.0496	0.1050
Locus1028	 0.0268	 0.0055	0.0600
Locus1029	 0.0583	 0.0054	0.1244
Locus1030	 0.0001	-0.0071	0.0236
Locus1031	 0.0071	-0.0095	0.0521
Locus1032	 0.0598	 0.0094	0.1312
Locus1033	 0.0087	-0.0096	0.0368
Locus1034	-0.0017	-0.0452	0.0571
Locus1035	 0.0088	-0.0201	0.0465
Locus1036	 0.1022	 0.0199	0.1972
Locus1037	-0.0113	-0.0507	0.0358
Locus1038	 0.0313	-0.0002	0.0814
Locus1039	 0.0416	-0.0251	0.1222
Locus1040	 0.0023	-0.0378	0.0581
Locus1041	 0.0064	-0.0040	0.0293
Locus1042	 0.0385	-0.0145	0.0958
Locus1043	 0.0121	-0.0057	0.0509
Locus1044	 0.0192	 0.0012	0.0511
Locus1045	 0.0402	 0.0015	0.1027
Locus1046	 0.0104	-0.0502	0.0792
Locus1047	 0.0793	 0.0211	0.1478
Locus1048	 0.0284	-0.0182	0.1087
Locus1049	-0.0111	-0.0534	0.0601
Locus1050	 0.0101	-0.0179	0.0475
Locus1051	 0.0358	-0.0046	0.1054
Locus1052	 0.0100	-0.0641	0.1020
Locus1053	 0.0262	-0.0492	0.1404
Locus1054	 0.0771	 0.0271	0.1286
Locus1055	 0.0022	-0.0116	0.0368
Locus1056	 0.0082	-0.0040	0.0490
Locus1057	 0.0034	-0.0246	0.0452
Locus1058	-0.0256	-0.0589	0.0255
Locus1059	-0.0308	-0.0715	0.0213
Locus1060	 0.1441	 0.0740	0.2310
Locus1061	 0.0298	-0.0303	0.1210
Locus1062	 0.0684	-0.0135	0.1641
Locus1063	 0.1428	 0.0340	0.2172
Locus1064	 0.0628	 0.0081	0.1400
Locus1065	 0.0223	-0.0510	0.1270
Locus1066	 0.0140	-0.0025	0.0455
Locus1067	 0.0278	-0.0024	0.0944
Locus1068	 0.0017	-0.0233	0.0462
Locus1069	 0.0079	-0.0084	0.0438
Locus1070	 0.0719	 0.0083	0.1526
Locus1071	 0.0053	-0.0540	0.0595
Locus1072	 0.0447	-0.0367	0.1407
Locus1073	 0.0347	-0.0061	0.0978
Locus1074	 0.0169	-0.0062	0.0571
Locus1075	 0.0498	-0.0020	0.1424
Locus1076	 0.0008	-0.0129	0.0414
Locus1077	 0.0092	-0.0119	0.0489
Locus1078	 0.0166	-0.0129	0.0572
Locus1079	 0.0370	-0.0048	0.0896
Locus1080	 0.0044	-0.0074	0.0351
Locus1081	-0.0172	-0.0432	0.0258
Locus1082	 0.0059	-0.0419	0.0635
Locus1083	 0.0032	-0.0182	0.0447
Locus1084	 0.0005	-0.0283	0.0600
Locus1085	 0.0337	 0.0003	0.0811
Locus1086	 0.0040	-0.0188	0.0568
Locus1087	 0.0017	-0.0174	0.0397
Locus1088	 0.0060	-0.0483	0.0821
Locus1089	 0.0148	-0.0634	0.1245
Locus1090	-0.0305	-0.0771	0.0354
Locus1091	 0.0036	-0.0058	0.0204
Locus1092	 0.0054	-0.0181	0.0467
Locus1093	 0.0054	-0.0056	0.0361
Locus1094	 0.0686	 0.0066	0.1426
Locus1095	 0.0628	-0.0275	0.1785
Locus1096	 0.0159	-0.0382	0.0836
Locus1097	 0.0378	-0.0038	0.0962
Locus1098	 0.0323	-0.0137	0.0877
Locus1099	 0.0596	 0.0194	0.1194
Locus1100	 0.0039	-0.0211	0.0434
Locus1101	-0.0012	-0.0148	0.0396
Locus1102	-0.0078	-0.0591	0.0471
Locus1103	 0.0169	-0.0175	0.0735
Locus1104	 0.1589	 0.0676	0.2562
Locus1105	 0.0024	-0.0068	0.0374
Locus1106	 0.0063	-0.0071	0.0331
Locus1107	 0.0025	-0.0201	0.0546
Locus1108	 0.0032	-0.0104	0.0240
Locus1109	 0.0109	-0.0118	0.0528
Locus1110	 0.0196	-0.0074	0.0595
Locus1111	 0.0273	 0.0009	0.0553
Locus1112	 0.0051	-0.0128	0.0294
Locus1113	 0.0155	-0.0097	0.0622
Locus1114	 0.0137	-0.0123	0.0662
Locus1115	 0.0393	-0.0427	0.1480
Locus1116	 0.1552	 0.0906	0.2332
Locus1117	 0.0395	-0.0071	0.1044
Locus1118	 0.0471	-0.0433	0.1525
Locus1119	 0.1182	 0.0459	0.1913
Locus1120	 0.0228	-0.0203	0.0949
Locus1121	 0.0651	 0.0096	0.1150
Locus1122	 0.0039	-0.0069	0.0321
Locus1123	 0.0086	-0.0268	0.0588
Locus1124	 0.0699	-0.0179	0.1910
Locus1125	 0.0191	-0.0082	0.0877
Locus1126	 0.1141	 0.0370	0.2165
Locus1127	 0.0051	-0.0176	0.0426
Locus1128	 0.0521	-0.0063	0.1242
Locus1129	 0.0009	-0.0228	0.0406
Locus1130	 0.0087	-0.0055	0.0372
Locus1131	 0.1150	 0.0330	0.2286
Locus1132	 0.0075	-0.0569	0.1072
Locus1133	 0.0126	-0.0067	0.0545
Locus1134	 0.0082	-0.0305	0.0604
Locus1135	 0.0509	-0.0330	0.1362
Locus1136	 0.0090	-0.0099	0.0558
Locus1137	 0.0354	-0.0075	0.0977
Locus1138	 0.0053	-0.0153	0.0470
Locus1139	 0.0265	-0.0487	0.1256
Locus1140	 0.0055	-0.0194	0.0519
Locus1141	 0.0225	-0.0062	0.0682
Locus1142	 0.0471	-0.0210	0.1440
Locus1143	 0.0101	-0.0062	0.0440
Locus1144	 0.0421	-0.0336	0.1240
Locus1145	 0.0793	-0.0014	0.1631
Locus1146	 0.0052	-0.0103	0.0406
Locus1147	 0.0324	 0.0018	0.0874
Locus1148	-0.0025	-0.0790	0.0893
Locus1149	 0.0203	-0.0220	0.0717
Locus1150	 0.0200	-0.0024	0.0657
Locus1151	 0.0125	-0.0170	0.0535
Locus1152	 0.0308	-0.0304	0.1083
Locus1153	 0.0196	-0.0056	0.0682
Locus1154	 0.0207	-0.0500	0.0927
Locus1155	 0.0570	-0.0002	0.1391
Locus1156	 0.0270	-0.0502	0.1137
Locus1157	 0.0356	 0.0021	0.0874
Locus1158	-0.0081	-0.0826	0.1011
Locus1159	 0.0093	-0.0082	0.0437
Locus1160	-0.0344	-0.0724	0.0256
Locus1161	-0.0009	-0.0244	0.0539
Locus1162	-0.0007	-0.0427	0.0619
Locus1163	 0.0478	-0.0121	0.1362
Locus1164	 0.0131	-0.0549	0.0948
Locus1165	-0.0157	-0.0571	0.0430
Locus1166	-0.0049	-0.0261	0.0322
Locus1167	 0.0900	 0.0223	0.1732
Locus1168	 0.0720	-0.0032	0.1657
Locus1169	 0.0076	-0.0178	0.0429
Locus1170	 0.0139	-0.0559	0.0904
Locus1171	 0.0428	-0.0193	0.1155
Locus1172	 0.0287	-0.0328	0.1337
Locus1173	 0.0191	-0.0425	0.1152
Locus1174	 0.1798	 0.0869	0.2691
Locus1175	 0.1177	 0.0345	0.2345
Locus1176	 0.0432	-0.0367	0.1411
Locus1177	 0.0145	-0.0352	0.0750
Locus1178	 0.0340	 0.0018	0.0724
Locus1179	 0.0135	-0.0183	0.0697
Locus1180	 0.1230	 0.0319	0.2026
Locus1181	 0.0090	-0.0624	0.0888
Locus1182	 0.0044	-0.0441	0.0748
Locus1183	 0.0583	 0.0065	0.1088
Locus1184	-0.0149	-0.0425	0.0256
Locus1185	 0.1388	 0.0583	0.2446
Locus1186	-0.0084	-0.0691	0.0526
Locus1187	 0.0262	-0.0284	0.1059
Locus1188	 0.0062	-0.0653	0.0835
Locus1189	 0.0475	-0.0033	0.1053
Locus1190	 0.0368	-0.0272	0.1247
Locus1191	 0.0162	-0.0359	0.0885
Locus1192	 0.0518	-0.0290	0.1304
Locus1193	 0.0420	-0.0098	0.1204
Locus1194	 0.1076	 0.0445	0.1928
Locus1195	 0.0672	-0.0203	0.1594
Locus1196	 0.0916	 0.0002	0.1917
Locus1197	 0.0348	-0.0289	0.1049
Locus1198	 0.0201	-0.0044	0.0569
Locus1199	 0.1329	 0.0308	0.2333
